Wall time,Step,Value
1752731026.620909,319106,4.6178507804870605
1752731063.826948,638212,4.43760871887207
1752731097.174564,957318,4.350137710571289
1752731129.694638,1276424,4.2750749588012695
1752731158.333199,1595530,4.200128078460693
1752731186.378625,1914636,4.159134387969971
1752731214.135339,2233742,4.124318599700928
1752731241.093623,2552848,4.091383457183838
1752731268.954697,2871954,4.059630393981934
1752731295.890607,3191060,4.026397705078125
1752731324.211775,3510166,3.992286205291748
1752731352.348028,3829272,3.958097457885742
1752731379.471353,4148378,3.918935537338257
1752731408.147878,4467484,3.8810410499572754
1752731437.072236,4786590,3.8372392654418945
1752731467.106857,5105696,3.78813099861145
1752731496.210696,5424802,3.7351975440979004
1752731523.625279,5743908,3.674428939819336
1752731551.648673,6063014,3.6084635257720947
1752731577.653223,6382120,3.5325188636779785
1752731605.985706,6701226,3.443286418914795
1752731632.885486,7020332,3.3471033573150635
1752731660.713307,7339438,3.2422585487365723
1752731686.232553,7658544,3.126551866531372
1752731715.112882,7977650,3.0044872760772705
1752731744.039058,8296756,2.877484083175659
1752731773.743468,8615862,2.7462193965911865
1752731801.617082,8934968,2.609687566757202
1752731831.663831,9254074,2.4737303256988525
1752731861.154985,9573180,2.3321309089660645
1752731890.28551,9892286,2.1942057609558105
1752731920.033387,10211392,2.054326057434082
1752731948.785484,10530498,1.9192522764205933
1752731978.106795,10849604,1.7863463163375854
1752732007.84874,11168710,1.6586837768554688
1752732036.094446,11487816,1.5335699319839478
1752732066.260607,11806922,1.4131978750228882
1752732094.584222,12126028,1.3033440113067627
1752732124.333827,12445134,1.1979328393936157
1752732153.725804,12764240,1.0984300374984741
1752732183.910792,13083346,1.0077133178710938
1752732213.205623,13402452,0.9223244786262512
1752732243.525382,13721558,0.8471468091011047
1752732273.779647,14040664,0.7809325456619263
1752732303.59526,14359770,0.716206967830658
1752732332.72688,14678876,0.660051167011261
1752732362.756252,14997982,0.6105714440345764
1752732392.753602,15317088,0.5617098212242126
1752732423.60221,15636194,0.524509847164154
1752732453.607027,15955300,0.4856625199317932
1752732483.453459,16274406,0.4553911089897156
1752732513.212524,16593512,0.4282033443450928
1752732544.153513,16912618,0.4008297026157379
1752732573.76317,17231724,0.3736426532268524
1752732603.864828,17550830,0.35432758927345276
1752732634.244667,17869936,0.33835333585739136
1752732665.005798,18189042,0.3175262212753296
1752732695.746168,18508148,0.30194926261901855
1752732727.136216,18827254,0.2899690568447113
1752732756.81101,19146360,0.2758826017379761
1752732785.874743,19465466,0.2677593231201172
1752732816.364568,19784572,0.2545813024044037
1752732848.831513,20103678,0.24637393653392792
1752732880.036407,20422784,0.23924103379249573
1752732911.822301,20741890,0.22919467091560364
1752732944.537228,21060996,0.22363726794719696
1752732976.487599,21380102,0.2153220921754837
1752733008.45402,21699208,0.21199993789196014
1752733041.351255,22018314,0.20530714094638824
1752733072.81695,22337420,0.20186862349510193
1752733104.20163,22656526,0.19871105253696442
1752733135.622028,22975632,0.1898159235715866
1752733167.847311,23294738,0.1882448047399521
1752733199.717169,23613844,0.18968871235847473
1752733231.214672,23932950,0.18061579763889313
1752733263.230754,24252056,0.18111737072467804
1752733296.062356,24571162,0.17503444850444794
1752733328.978884,24890268,0.17447298765182495
1752733360.533843,25209374,0.17069782316684723
1752733393.200557,25528480,0.16978196799755096
1752733425.600043,25847586,0.1671610027551651
1752733457.103729,26166692,0.16627582907676697
1752733488.936588,26485798,0.16346058249473572
1752733521.915508,26804904,0.16393934190273285
1752733553.526425,27124010,0.16087253391742706
1752733584.851581,27443116,0.15822769701480865
1752733618.072852,27762222,0.15569375455379486
1752733649.825629,28081328,0.157916858792305
1752733681.387667,28400434,0.15518736839294434
1752733713.085371,28719540,0.1531028002500534
1752733744.823255,29038646,0.15240027010440826
1752733776.839511,29357752,0.15046456456184387
1752733809.21485,29676858,0.14912603795528412
1752733841.086618,29995964,0.1509385108947754
1752733873.357317,30315070,0.1487095057964325
1752733905.017549,30634176,0.1474248170852661
1752733936.685785,30953282,0.14705801010131836
1752733969.866251,31272388,0.14519527554512024
1752734001.545954,31591494,0.14596980810165405
1752734033.220847,31910600,0.14423556625843048
