1,4.6178507804870605
2,4.43760871887207
3,4.350137710571289
4,4.2750749588012695
5,4.200128078460693
6,4.159134387969971
7,4.124318599700928
8,4.091383457183838
9,4.059630393981934
10,4.026397705078125
11,3.992286205291748
12,3.958097457885742
13,3.918935537338257
14,3.8810410499572754
15,3.8372392654418954
16,3.78813099861145
17,3.735197544097901
18,3.674428939819336
19,3.608463525772095
20,3.5325188636779785
21,3.443286418914795
22,3.3471033573150635
23,3.2422585487365723
24,3.126551866531372
25,3.0044872760772705
26,2.877484083175659
27,2.7462193965911865
28,2.609687566757202
29,2.4737303256988525
30,2.3321309089660645
31,2.1942057609558105
32,2.054326057434082
33,1.9192522764205933
34,1.7863463163375854
35,1.6586837768554688
36,1.5335699319839478
37,1.4131978750228882
38,1.3033440113067627
39,1.1979328393936155
40,1.098430037498474
41,1.0077133178710938
42,0.9223244786262512
43,0.8471468091011047
44,0.7809325456619263
45,0.716206967830658
46,0.660051167011261
47,0.6105714440345764
48,0.5617098212242126
49,0.524509847164154
50,0.4856625199317932
51,0.4553911089897156
52,0.4282033443450928
53,0.4008297026157379
54,0.3736426532268524
55,0.3543275892734527
56,0.3383533358573913
57,0.3175262212753296
58,0.3019492626190185
59,0.2899690568447113
60,0.2758826017379761
61,0.2677593231201172
62,0.2545813024044037
63,0.2463739365339279
64,0.2392410337924957
65,0.2291946709156036
66,0.2236372679471969
67,0.2153220921754837
68,0.2119999378919601
69,0.2053071409463882
70,0.2018686234951019
71,0.1987110525369644
72,0.1898159235715866
73,0.1882448047399521
74,0.1896887123584747
75,0.1806157976388931
76,0.181117370724678
77,0.1750344485044479
78,0.1744729876518249
79,0.1706978231668472
80,0.1697819679975509
81,0.1671610027551651
82,0.1662758290767669
83,0.1634605824947357
84,0.1639393419027328
85,0.160872533917427
86,0.1582276970148086
87,0.1556937545537948
88,0.157916858792305
89,0.1551873683929443
90,0.1531028002500534
91,0.1524002701044082
92,0.1504645645618438
93,0.1491260379552841
94,0.1509385108947754
95,0.1487095057964325
96,0.1474248170852661
97,0.1470580101013183
98,0.1451952755451202
99,0.145969808101654
100,0.1442355662584304
