Wall time,Step,Value
1753096499.172285,1,0.199087992310524
1753096508.602941,3,0.16324174404144287
1753096513.312321,4,0.1559690684080124
1753096518.031371,5,0.15014567971229553
1753096546.294394,11,0.12536785006523132
1753096551.013018,12,0.12210109084844589
1753096565.097619,15,0.11311597377061844
1753096569.798574,16,0.11033844947814941
1753096574.490463,17,0.10766121000051498
1753096583.883393,19,0.10255594551563263
1753096588.61975,20,0.10013075917959213
1753096593.334648,21,0.09777632355690002
1753096602.831353,23,0.0932890996336937
1753096607.585507,24,0.09115074574947357
1753096621.76948,27,0.08511745929718018
1753096626.573343,28,0.08322002738714218
1753096636.001056,30,0.07961595803499222
1753096640.728161,31,0.07789372652769089
1753096654.943607,34,0.07304064184427261
1753096659.679111,35,0.071508027613163
1753096669.128772,37,0.06860899925231934
1753096673.834421,38,0.06721920520067215
1753096678.535419,39,0.06587868183851242
1753096683.328156,40,0.06456926465034485
1753096688.01766,41,0.0633004829287529
1753096721.102726,48,0.05541037768125534
1753096725.824129,49,0.05440962314605713
1753096730.534501,50,0.05343388393521309
1753096735.2341,51,0.05249142646789551
1753096739.967496,52,0.05156730115413666
1753096744.635451,53,0.0506775826215744
1753096754.140957,55,0.04895809292793274
1753096758.827792,56,0.0481310673058033
1753096768.227507,58,0.04654903709888458
1753096782.372619,61,0.0443301759660244
1753096787.119097,62,0.043624669313430786
1753096791.861638,63,0.042939960956573486
1753096796.580626,64,0.04226546734571457
1753096805.989957,66,0.04097969830036163
1753096810.713083,67,0.04036261513829231
1753096815.467807,68,0.039757438004016876
1753096820.15991,69,0.03916464000940323
1753096829.663891,71,0.03802706301212311
1753096834.438297,72,0.037477344274520874
1753096843.831572,74,0.03641524165868759
1753096853.280873,76,0.035395555198192596
1753096862.774875,78,0.03442903235554695
1753096872.292598,80,0.03350237384438515
1753096877.168531,81,0.03305628523230553
1753096886.71394,83,0.03218592330813408
1753096891.546154,84,0.03176844120025635
1753096901.12343,86,0.03095211274921894
1753096905.911951,87,0.03055676445364952
1753096920.45269,90,0.029418956488370895
1753096925.2268,91,0.029054390266537666
1753096949.250605,96,0.02734096720814705
1753096968.288168,100,0.026078641414642334
1753096973.045118,101,0.025781940668821335
1753096986.71001,104,0.024912403896450996
1753097000.216515,107,0.024093570187687874
1753097004.726244,108,0.02382890321314335
1753097013.820767,110,0.023313945159316063
1753097018.397902,111,0.02306380122900009
1753097022.927978,112,0.022817036136984825
1753097036.522437,115,0.02210085466504097
1753097041.057881,116,0.021873004734516144
1753097045.532707,117,0.021648133173584938
1753097068.157153,122,0.02056927978992462
1753097086.319194,126,0.019762368872761726
1753097090.809509,127,0.01957767829298973
1753097099.917228,129,0.019196772947907448
1753097104.466227,130,0.01901121437549591
1753097109.036576,131,0.01882556825876236
1753097113.52465,132,0.018651077523827553
1753097118.021787,133,0.018474651500582695
1753097127.118898,135,0.018129928037524223
1753097136.292263,137,0.017796795815229416
1753097140.887225,138,0.017633864656090736
1753097168.199405,144,0.016697609797120094
1753097172.786856,145,0.01654834672808647
1753097181.885291,147,0.01625998318195343
1753097186.521795,148,0.016115356236696243
1753097200.173942,151,0.015702174976468086
1753097232.210183,158,0.014791334979236126
1753097241.248982,160,0.01455136388540268
1753097245.737282,161,0.014429941773414612
1753097254.846762,163,0.01419511903077364
1753097259.424831,164,0.014082416892051697
1753097263.939497,165,0.013964283280074596
1753097273.038595,167,0.013745569624006748
1753097291.262454,171,0.013311866670846939
1753097295.84669,172,0.013209143653512001
1753097300.422213,173,0.01310682576149702
1753097313.988439,176,0.012804698199033737
1753097318.512523,177,0.012704703025519848
1753097323.154885,178,0.012607290409505367
1753097327.690486,179,0.01251326221972704
1753097336.888373,181,0.012322862632572651
1753097341.468147,182,0.012232515960931778
1753097350.670728,184,0.012048525735735893
1753097355.275242,185,0.011956783011555672
1753097359.840963,186,0.011870304122567177
1753097364.450333,187,0.011782519519329071
1753097378.056244,190,0.011524264700710773
1753097382.624133,191,0.011442922055721283
1753097387.179059,192,0.011358538642525673
1753097391.773561,193,0.011277304962277412
1753097405.464689,196,0.011034468188881874
1753097419.121092,199,0.010802733711898327
1753097423.633272,200,0.010724229738116264
1753097428.449399,201,0.01064952090382576
1753097437.695752,203,0.010501605458557606
1753097442.254664,204,0.010432538576424122
1753097446.762427,205,0.010356280021369457
1753097451.330512,206,0.010287133045494556
1753097460.360501,208,0.01014478038996458
1753097469.545207,210,0.01000858936458826
1753097478.745222,212,0.009875467978417873
1753097487.807436,214,0.009741183370351791
1753097496.986769,216,0.009610838256776333
1753097501.622896,217,0.009548947215080261
1753097510.853119,219,0.009422417730093002
1753097515.367203,220,0.009357134811580181
1753097519.971737,221,0.009298684075474739
1753097524.58677,222,0.009238273836672306
1753097529.105243,223,0.009179138578474522
1753097538.351382,225,0.00905971135944128
1753097542.933735,226,0.009000501595437527
1753097561.237908,230,0.008771173655986786
1753097575.08655,233,0.008605960756540298
1753097588.805376,236,0.008446509949862957
1753097593.376943,237,0.008393330499529839
1753097597.888694,238,0.008342787623405457
1753097602.519445,239,0.00828851293772459
1753097607.155902,240,0.008239640854299068
1753097616.327742,242,0.008138278499245644
1753097620.981689,243,0.008087363094091415
1753097630.287324,245,0.00798826850950718
1753097634.889285,246,0.007940495386719704
1753097639.487623,247,0.007892260327935219
1753097644.027193,248,0.007846308872103691
1753097653.201639,250,0.0077520981431007385
1753097666.750302,253,0.007613085210323334
1753097671.278749,254,0.007569838780909777
1753097675.809769,255,0.007524021901190281
1753097689.384814,258,0.007393935229629278
1753097693.893513,259,0.0073486207984387875
1753097698.433893,260,0.007306873332709074
1753097703.009603,261,0.007265055552124977
1753097712.200051,263,0.007178551983088255
1753097739.596208,269,0.006940453313291073
1753097748.717568,271,0.006858231034129858
1753097753.256174,272,0.00681956997141242
1753097766.858533,275,0.006702993530780077
1753097771.41244,276,0.006669608876109123
1753097775.985363,277,0.006630510091781616
1753097785.084293,279,0.006557994056493044
1753097794.189338,281,0.006485780701041222
1753097803.347641,283,0.006414145231246948
1753097807.93516,284,0.0063815051689744
1753097812.466895,285,0.006343819200992584
1753097816.998935,286,0.0063101486302912235
1753097826.017771,288,0.006243608891963959
1753097830.525419,289,0.0062076798640191555
1753097839.547398,291,0.006143024656921625
1753097844.004453,292,0.006108934059739113
1753097862.090847,296,0.005982568487524986
1753097866.562574,297,0.005948964506387711
1753097871.100519,298,0.005916401743888855
1753097875.625178,299,0.0058873482048511505
1753097880.219325,300,0.005855659022927284
1753097903.200271,305,0.005704674404114485
1753097907.737903,306,0.005675647407770157
1753097912.307693,307,0.0056455982849001884
1753097916.910567,308,0.005616885144263506
1753097921.465143,309,0.005589314736425877
1753097926.042656,310,0.005557127762585878
1753097939.748272,313,0.005474311299622059
1753097944.2434,314,0.005447715055197477
1753097948.75395,315,0.0054203239269554615
1753097953.297588,316,0.005391369573771954
1753097957.827951,317,0.005364830605685711
1753097967.013533,319,0.005311768036335707
1753097971.544097,320,0.005284836050122976
1753097985.128747,323,0.005205928348004818
1753097994.263495,325,0.005155208054929972
1753098017.029129,330,0.005029988940805197
1753098021.577362,331,0.005005380604416132
1753098026.156755,332,0.004981328267604113
1753098030.703245,333,0.004956446122378111
1753098035.222561,334,0.004933427553623915
1753098053.396887,338,0.004838843829929829
1753098057.900334,339,0.004814860876649618
1753098066.947798,341,0.004768769722431898
1753098080.59452,344,0.004701997619122267
1753098085.154324,345,0.004678657744079828
1753098089.706917,346,0.004658040124922991
1753098094.241454,347,0.004634799435734749
1753098103.272321,349,0.004593818914145231
1753098107.830529,350,0.004571473225951195
1753098112.341706,351,0.004547474905848503
1753098121.349956,353,0.004506158176809549
1753098125.858668,354,0.004485051613301039
1753098130.356658,355,0.004465800244361162
1753098134.850203,356,0.004445739556103945
1753098143.896012,358,0.004403127357363701
1753098148.381232,359,0.0043840473517775536
1753098157.454118,361,0.004343385808169842
1753098166.55364,363,0.004303997848182917
1753098171.135701,364,0.004284171853214502
