Step,Value
1,0.199087992310524
2,0.1632417440414428
3,0.1559690684080124
4,0.1501456797122955
5,0.1253678500652313
6,0.1221010908484458
7,0.1131159737706184
8,0.1103384494781494
9,0.1076612100005149
10,0.1025559455156326
11,0.1001307591795921
12,0.0977763235569
13,0.0932890996336937
14,0.0911507457494735
15,0.0851174592971801
16,0.0832200273871421
17,0.0796159580349922
18,0.0778937265276908
19,0.0730406418442726
20,0.071508027613163
21,0.0686089992523193
22,0.0672192052006721
23,0.0658786818385124
24,0.0645692646503448
25,0.0633004829287529
26,0.0554103776812553
27,0.0544096231460571
28,0.053433883935213
29,0.0524914264678955
30,0.0515673011541366
31,0.0506775826215744
32,0.0489580929279327
33,0.0481310673058033
34,0.0465490370988845
35,0.0443301759660244
36,0.0436246693134307
37,0.0429399609565734
38,0.0422654673457145
39,0.0409796983003616
40,0.0403626151382923
41,0.0397574380040168
42,0.0391646400094032
43,0.0380270630121231
44,0.0374773442745208
45,0.0364152416586875
46,0.0353955551981925
47,0.0344290323555469
48,0.0335023738443851
49,0.0330562852323055
50,0.032185923308134
51,0.0317684412002563
52,0.0309521127492189
53,0.0305567644536495
54,0.0294189564883708
55,0.0290543902665376
56,0.027340967208147
57,0.0260786414146423
58,0.0257819406688213
59,0.0249124038964509
60,0.0240935701876878
61,0.0238289032131433
62,0.023313945159316
63,0.023063801229
64,0.0228170361369848
65,0.0221008546650409
66,0.0218730047345161
67,0.0216481331735849
68,0.0205692797899246
69,0.0197623688727617
70,0.0195776782929897
71,0.0191967729479074
72,0.0190112143754959
73,0.0188255682587623
74,0.0186510775238275
75,0.0184746515005826
76,0.0181299280375242
77,0.0177967958152294
78,0.0176338646560907
79,0.01669760979712
80,0.0165483467280864
81,0.0162599831819534
82,0.0161153562366962
83,0.015702174976468
84,0.0147913349792361
85,0.0145513638854026
86,0.0144299417734146
87,0.0141951190307736
88,0.0140824168920516
89,0.0139642832800745
90,0.0137455696240067
91,0.0133118666708469
92,0.013209143653512
93,0.013106825761497
94,0.0128046981990337
95,0.0127047030255198
96,0.0126072904095053
97,0.012513262219727
98,0.0123228626325726
99,0.0122325159609317
100,0.0120485257357358
101,0.0119567830115556
102,0.0118703041225671
103,0.011782519519329
104,0.0115242647007107
105,0.0114429220557212
106,0.0113585386425256
107,0.0112773049622774
108,0.0110344681888818
109,0.0108027337118983
110,0.0107242297381162
111,0.0106495209038257
112,0.0105016054585576
113,0.0104325385764241
114,0.0103562800213694
115,0.0102871330454945
116,0.0101447803899645
117,0.0100085893645882
118,0.0098754679784178
119,0.0097411833703517
120,0.0096108382567763
121,0.0095489472150802
122,0.009422417730093
123,0.0093571348115801
124,0.0092986840754747
125,0.0092382738366723
126,0.0091791385784745
127,0.0090597113594412
128,0.0090005015954375
129,0.0087711736559867
130,0.0086059607565402
131,0.0084465099498629
132,0.0083933304995298
133,0.0083427876234054
134,0.0082885129377245
135,0.008239640854299
136,0.0081382784992456
137,0.0080873630940914
138,0.0079882685095071
139,0.0079404953867197
140,0.0078922603279352
141,0.0078463088721036
142,0.0077520981431007
143,0.0076130852103233
144,0.0075698387809097
145,0.0075240219011902
146,0.0073939352296292
147,0.0073486207984387
148,0.007306873332709
149,0.0072650555521249
150,0.0071785519830882
151,0.006940453313291
152,0.0068582310341298
153,0.0068195699714124
154,0.00670299353078
155,0.0066696088761091
156,0.0066305100917816
157,0.006557994056493
158,0.0064857807010412
159,0.0064141452312469
160,0.0063815051689744
161,0.0063438192009925
162,0.0063101486302912
163,0.0062436088919639
164,0.0062076798640191
165,0.0061430246569216
166,0.0061089340597391
167,0.0059825684875249
168,0.0059489645063877
169,0.0059164017438888
170,0.0058873482048511
171,0.0058556590229272
172,0.0057046744041144
173,0.0056756474077701
174,0.0056455982849001
175,0.0056168851442635
176,0.0055893147364258
177,0.0055571277625858
178,0.005474311299622
179,0.0054477150551974
180,0.0054203239269554
181,0.0053913695737719
182,0.0053648306056857
183,0.0053117680363357
184,0.0052848360501229
185,0.0052059283480048
186,0.0051552080549299
187,0.0050299889408051
188,0.0050053806044161
189,0.0049813282676041
190,0.0049564461223781
191,0.0049334275536239
192,0.0048388438299298
193,0.0048148608766496
194,0.0047687697224318
195,0.0047019976191222
196,0.0046786577440798
197,0.0046580401249229
198,0.0046347994357347
199,0.0045938189141452
200,0.0045714732259511
201,0.0045474749058485
202,0.0045061581768095
203,0.004485051613301
204,0.0044658002443611
205,0.0044457395561039
206,0.0044031273573637
207,0.0043840473517775
208,0.0043433858081698
209,0.0043039978481829
210,0.0042841718532145
211,0.0042650671675801
212,0.004247183445841
213,0.0042272936552762
214,0.0042099044658243
215,0.0041877296753227
216,0.0040784948505461
217,0.0040596509352326
218,0.0040239081718027
219,0.0040069594979286
220,0.0039384458214044
221,0.0039047149475663
222,0.0038870412390679
223,0.0038707063067704
224,0.0038189033512026
225,0.0038037381600588
226,0.0037858956493437
227,0.0037701588589698
228,0.0037544823717325
229,0.0037391658406704
230,0.0037231617607176
231,0.0037069488316774
232,0.0036923738662153
233,0.0036749481223523
234,0.0036601843312382
235,0.0036441062111407
236,0.0036291459109634
237,0.0036135460250079
238,0.003583135548979
239,0.0035555495414882
240,0.0035258084535598
241,0.0035115831997245
242,0.0034666992723941
243,0.0034517352469265
244,0.0034381172154098
245,0.0034232647158205
246,0.0033831372857093
247,0.0033673797734081
248,0.0033422480337321
249,0.003325801808387
250,0.0032881435472518
251,0.0032730721868574
252,0.0032354574650526
253,0.0032229020725935
254,0.003210254246369
255,0.0031717296224087
256,0.0031587285920977
257,0.0031466362997889
258,0.0031349658966064
259,0.0031217657960951
260,0.0031109589617699
261,0.0030974522233009
262,0.0030854740180075
263,0.0030618489254266
264,0.0030503065790981
265,0.0030380690004676
266,0.0030276135075837
267,0.0029794343281537
268,0.0029672693926841
269,0.0029573556967079
270,0.0029467092826962
271,0.0029349871911108
272,0.002911762567237
273,0.0028899407479912
274,0.0028679899405688
275,0.0028570098802447
276,0.0028479858301579
277,0.00282565318048
278,0.0028151052538305
279,0.0028039531316608
280,0.0027839904651045
281,0.0027639700565487
282,0.0027528114151209
283,0.0027218807954341
284,0.0027125377673655
285,0.0026829848065972
286,0.0026721274480223
287,0.0026626365724951
288,0.0026535457000136
289,0.002644155640155
290,0.0026340750046074
291,0.0026246497873216
292,0.002605446614325
293,0.0025971096474677
294,0.0025869037490338
295,0.0025770980864763
296,0.002558774780482
297,0.0025312812067568
298,0.0025227423757314
299,0.002503064693883
300,0.0024952022358775
301,0.0024703457020223
302,0.0024603065103292
303,0.0024518545251339
304,0.0024252987932413
305,0.002409596228972
306,0.0024023202713578
307,0.0023927700240164
308,0.002385000931099
309,0.002376013668254
310,0.0023675595875829
311,0.0023600114509463
312,0.0023437857162207
313,0.0023348948452621
314,0.0023274130653589
315,0.0023193501401692
316,0.0023114397190511
317,0.0023040608502924
318,0.0022887578234076
319,0.0022650989703834
320,0.0022349779028445
321,0.0022122333757579
322,0.002203737385571
323,0.002196333836764
324,0.0021895340178161
325,0.0021819046232849
326,0.0021754251793026
327,0.0021680891513824
328,0.0021610078401863
329,0.0021518098656088
330,0.0021466896869242
331,0.0021394181530922
332,0.0021318728104233
333,0.0021186331287026
334,0.0021105951163917
335,0.0020898205693811
336,0.0020769916009157
337,0.0020627966150641
338,0.0020565518643707
339,0.0020491522736847
340,0.002010689349845
341,0.0020030394662171
342,0.0019973732996731
343,0.0019843399059027
344,0.0019717572722584
345,0.0019660347606986
346,0.0019529506098479
347,0.001940555521287
348,0.0019233714556321
349,0.0018988044466823
350,0.0018740526866167
351,0.0018700103973969
352,0.001862887525931
353,0.0018517690477892
354,0.0018448346527293
355,0.0018398944521322
356,0.0018350002355873
357,0.0018282630480825
358,0.0018177691381424
359,0.001811810885556
360,0.0018062412273138
361,0.0018014819361269
362,0.0017952022608369
363,0.0017904770793393
364,0.0017799445195123
365,0.0017726729856804
366,0.0017672242829576
367,0.0017582530854269
368,0.0017408983549103
369,0.0017307493835687
370,0.001716005266644
371,0.0017103555146604
372,0.0017002016538754
373,0.0016950850840657
374,0.0016891846898943
375,0.0016799651784822
376,0.0016695944359526
377,0.0016647585434839
378,0.0016504066297784
379,0.0016459641046822
380,0.0016408709343522
381,0.0016358327120542
382,0.00161645677872
383,0.0016121622174978
384,0.0016066854586824
385,0.0015978505834937
386,0.0015838381368666
387,0.0015794846694916
388,0.0015747739234939
389,0.0015700957737863
390,0.0015658325282856
391,0.0015621875645592
392,0.0015473264502361
393,0.001543496735394
394,0.0015342411352321
395,0.0015299874357879
396,0.0015266960253939
397,0.001521346042864
398,0.0015173169085755
399,0.0015049807261675
400,0.0015007492620497
401,0.0014967890456318
402,0.0014669433003291
403,0.0014583094744011
404,0.0014536117669194
405,0.0014343941584229
406,0.001429779920727
407,0.001425402238965
408,0.001418249332346
409,0.001414017053321
410,0.0014050975441932
411,0.001401528250426
412,0.0013983134413138
413,0.0013946436811238
414,0.001387444906868
415,0.0013832558179274
416,0.0013682430144399
417,0.0013648121384903
418,0.0013608981389552
419,0.0013573209289461
420,0.0013529972638934
421,0.0013499991036951
422,0.0013426538789644
423,0.0013312367955222
424,0.0013280565617606
425,0.0013210522010922
426,0.0013063963269814
427,0.0013037080643698
428,0.0012965067289769
429,0.001285851933062
430,0.0012788163730874
431,0.0012711484450846
432,0.0012692479649558
433,0.0012651839060708
434,0.0012585959630087
435,0.0012558347079902
436,0.0012521283933892
437,0.0012488343054428
438,0.0012455934192985
439,0.0012423868756741
440,0.0012387965107336
441,0.0012327822623774
442,0.0012296845670789
443,0.0012266194680705
444,0.0012101180618628
445,0.0012065048795193
446,0.0012035142863169
447,0.0011980730341747
448,0.0011951533379033
449,0.0011907838052138
450,0.0011883538682013
451,0.0011701794574037
452,0.0011672796681523
453,0.0011583283776417
454,0.0011549839982762
455,0.0011496826773509
456,0.0011351658031344
457,0.0011317470343783
458,0.0011291456175968
459,0.0011234774719923
460,0.0011199653381481
461,0.0011176618281751
462,0.0011144025484099
463,0.0011122119612991
464,0.0011088381288573
465,0.0011067365994676
466,0.0011015501804649
467,0.0010983268730342
468,0.001092498190701
469,0.0010901320492848
470,0.0010872402926906
471,0.0010840651812031
472,0.0010822417680174
473,0.0010790399974212
474,0.0010710201459005
475,0.0010653095087036
476,0.0010628411546349
477,0.0010575795313343
478,0.0010526579571887
479,0.0010463808430358
480,0.0010440138867124
481,0.0010412668343633
482,0.0010373402619734
483,0.0010347262723371
484,0.0010248461039736
485,0.0010216186055913
486,0.0010188724845647
487,0.0010160147212445
488,0.0010093069868162
489,0.001006647828035
490,0.0010025546653196
491,0.0009927161736413
492,0.0009903500322252
493,0.0009868510533124
494,0.0009831225033849
495,0.0009802019922062
496,0.0009776181541383
497,0.0009731007157824
498,0.0009707224089652
499,0.0009679230279289
500,0.00096710229991
501,0.0009617534233257
502,0.0009566029184497
503,0.0009545052889734
504,0.0009502313332632
505,0.0009480360895395
506,0.0009456443367525
507,0.0009415855747647
508,0.0009395817178301
509,0.0009346866281703
510,0.0009323260164819
511,0.0009279166115447
512,0.0009167066891677
513,0.0009147631935775
514,0.0009082616888917
515,0.0009043453028425
516,0.0009027911000885
517,0.0009003031882457
518,0.0008956385427154
519,0.000893494056072
520,0.0008916754741221
521,0.0008847161079756
522,0.0008830883889459
523,0.0008785552345216
524,0.0008752720314078
525,0.0008731659618206
526,0.0008550917264074
527,0.0008534748922102
528,0.000851227028761
529,0.0008491913322359
530,0.0008472552290186
531,0.0008454905473627
532,0.0008435014751739
533,0.0008411986636929
534,0.0008391808369196
535,0.0008358614868484
536,0.0008318672771565
537,0.0008259814349003
538,0.0008221822208724
539,0.0008208415820263
540,0.0008154137758538
541,0.0008130560163408
542,0.0008094061049632
543,0.0008058662060648
544,0.0008039086242206
545,0.0008021175162866
546,0.0007985377451404
547,0.0007967810961417
548,0.0007934556342661
549,0.0007916501490399
550,0.000788053497672
551,0.0007861545891501
552,0.0007836466538719
553,0.0007827609078958
554,0.0007806369685567
555,0.0007791354437358
556,0.0007754687103442
557,0.0007685116725042
558,0.000767026504036
559,0.0007655083900317
560,0.0007632710621692
561,0.000762062263675
562,0.000760254857596
563,0.0007588869775645
564,0.0007568791043013
565,0.0007550082518719
566,0.0007486552931368
567,0.000744878896512
568,0.0007440167828463
569,0.0007389229722321
570,0.0007320416043512
571,0.000730637111701
572,0.0007268729386851
573,0.0007238430553115
574,0.0007226492161862
575,0.0007208469323813
576,0.0007169613381847
577,0.0007149133598431
578,0.0007132002501748
579,0.0007114118197932
580,0.0007104020914994
581,0.0007087134872563
582,0.000707333558239
583,0.0007041801000013
584,0.000702507153619
585,0.0006981058395467
586,0.0006898145074956
587,0.0006873187958262
588,0.0006858473061583
589,0.0006829547928646
590,0.0006818013498559
591,0.0006797558744437
592,0.0006763959536328
593,0.000674509035889
594,0.0006726615247316
595,0.0006715826457366
596,0.0006700175581499
597,0.0006668372661806
598,0.0006643094820901
599,0.0006631773430854
600,0.0006613686564378
601,0.0006584681104868
602,0.0006573806749656
603,0.0006546134827658
604,0.0006529048550873
605,0.0006518947193399
606,0.0006508045480586
607,0.0006492729880847
608,0.0006474878755398
609,0.000640565122012
610,0.0006387957837432
611,0.0006357168313115
612,0.0006341682164929
613,0.0006333025521598
614,0.000629122776445
615,0.0006267092539928
616,0.000620940933004
617,0.0006182859651744
618,0.0006174275767989
619,0.0006149105611257
620,0.0006096579018048
621,0.0006083833286538
622,0.0006072021787986
623,0.0006057494319975
624,0.0006044693873263
625,0.0005992231308482
626,0.0005969435442239
627,0.0005956446402706
628,0.0005920854746364
629,0.0005885790451429
630,0.0005871489993296
631,0.0005862957332283
632,0.0005838987999595
633,0.0005812548915855
634,0.0005804629763588
635,0.0005787429399788
636,0.0005760572967119
637,0.0005732810823246
638,0.000571685959585
639,0.0005699821049347
640,0.0005683210911229
641,0.0005677205626852
642,0.0005663477932102
643,0.0005648552323691
644,0.0005636620917357
645,0.0005628187791444
646,0.0005589467473328
647,0.0005579295102506
648,0.0005558486445806
649,0.0005543297156691
650,0.0005533089861273
651,0.0005499213584698
652,0.0005493583739735
653,0.0005479700048454
654,0.0005433933110907
655,0.0005423618713393
656,0.0005416162894107
657,0.0005356736364774
658,0.000534261460416
659,0.0005319654592312
660,0.0005306475795805
661,0.0005296441959217
662,0.0005266710068099
663,0.0005252965493127
664,0.0005245841457508
665,0.0005236356519162
666,0.0005220987368375
667,0.0005207888898439
668,0.0005204620538279
669,0.0005192089593037
670,0.000517314474564
671,0.000515679072123
672,0.0005141638102941
673,0.0005129207856953
674,0.0005119891138747
675,0.0005106779281049
676,0.0005079645779915
677,0.0005070436745882
678,0.0005053022759966
679,0.0005034617497585
680,0.0005033076158724
681,0.0005019579548388
