Step,Value
1,5.110189437866211
2,6.183932304382324
3,6.73143196105957
4,7.628803253173828
5,8.320503234863281
6,8.674969673156738
7,9.444802284240724
8,10.057794570922852
9,10.47258472442627
10,10.88392734527588
11,11.660653114318848
12,12.68384075164795
13,13.38185977935791
14,13.70070743560791
15,14.760087966918944
16,15.748230934143066
17,17.033964157104492
18,18.41104507446289
19,19.0004825592041
20,20.17878532409668
21,21.86896705627441
22,23.38335418701172
23,25.257951736450195
24,26.39029312133789
25,28.80894470214844
26,30.21819496154785
27,32.58111953735352
28,35.82820129394531
29,38.11471557617188
30,41.1854248046875
31,43.35187149047852
32,46.362831115722656
33,50.30506134033203
34,52.86963272094727
35,57.1048583984375
36,60.760986328125
37,63.20893478393555
38,66.16416931152344
39,69.60945129394531
40,73.36669158935547
41,73.89925384521484
42,77.36637115478516
43,79.79364013671875
44,81.74349975585938
45,84.19259643554688
46,85.52256774902344
47,87.0438461303711
48,87.94581604003906
49,89.85660552978516
50,90.63103485107422
51,91.113037109375
52,91.67547607421876
53,92.80207061767578
54,93.30418395996094
55,93.50813293457033
56,94.38424682617188
57,94.83580780029295
58,94.58130645751952
59,94.50029754638672
60,95.43903350830078
61,95.53784942626952
62,95.14718627929688
63,95.23738098144533
64,95.36492156982422
65,95.96355438232422
66,96.3599624633789
67,96.22150421142578
68,95.84807586669922
69,96.36857604980467
70,96.74545288085938
71,96.45417785644533
72,96.5363311767578
73,96.37259674072266
74,96.94709777832033
75,96.69776916503906
76,96.2640151977539
77,96.77877044677734
78,96.88792419433594
79,97.07636260986328
80,96.63227081298828
81,97.0970458984375
82,97.12461853027344
83,97.08440399169922
84,96.78451538085938
85,97.13151550292967
86,97.3693618774414
87,96.72821807861328
88,97.41532135009766
89,97.08785247802734
90,97.3090362548828
91,97.18264770507812
92,96.58401489257812
93,97.0798110961914
94,97.46472930908205
95,97.25617980957033
96,97.0591278076172
97,97.2538833618164
98,97.20735168457033
99,97.51585388183594
100,97.14702606201172
