Step,Value
1,4.079281806945801
2,6.749439239501953
3,5.001121997833252
4,5.652580261230469
5,4.383694648742676
6,5.10882568359375
7,4.459610939025879
8,3.915108442306519
9,3.5100972652435303
10,3.3365743160247803
11,3.980553388595581
12,5.294315814971924
13,4.606207847595215
14,5.210172176361084
15,4.9846673011779785
16,6.741211891174316
17,4.677636623382568
18,5.404263496398926
19,8.240838050842285
20,4.719521522521973
21,8.287210464477539
22,5.573672294616699
23,7.636499404907227
24,5.972326278686523
25,6.928945541381836
26,6.430067539215088
27,8.71877384185791
28,7.271877288818359
29,9.086013793945312
30,8.559087753295898
31,8.634255409240723
32,9.939043045043944
33,9.168661117553713
34,9.818249702453612
35,9.639491081237791
36,9.378832817077637
37,9.712041854858398
38,8.853403091430664
39,8.772624969482422
40,9.483545303344728
41,9.44577407836914
42,9.258788108825684
43,9.790949821472168
44,10.368736267089844
45,9.73859405517578
46,9.88182544708252
47,10.91099452972412
48,10.323859214782717
49,10.992894172668455
50,11.154824256896973
51,9.931563377380373
52,10.547120094299316
53,10.41062068939209
54,10.46484661102295
55,10.676888465881348
56,10.680627822875977
57,10.571428298950195
58,11.060583114624023
59,11.357891082763672
60,10.909873008728027
61,10.866866111755373
62,11.665669441223145
63,11.514959335327148
64,11.986910820007324
65,11.199326515197754
66,11.18362045288086
67,11.549737930297852
68,11.039266586303713
69,11.214285850524902
70,11.37658977508545
71,10.90650749206543
72,11.37135410308838
73,11.281974792480469
74,11.313387870788574
75,11.770755767822266
76,11.899775505065918
77,12.008227348327637
78,11.887060165405272
79,12.109947204589844
80,11.463725090026855
81,11.635377883911133
82,11.852655410766602
83,11.560956954956056
84,11.748316764831545
85,11.046372413635254
86,12.24869155883789
87,11.417352676391602
88,12.097980499267578
89,12.156694412231444
90,11.828347206115724
91,11.730740547180176
92,11.3470458984375
93,11.431563377380373
94,12.081899642944336
95,11.670905113220217
96,11.977935791015623
97,11.800673484802246
98,11.967090606689451
99,12.21353816986084
100,11.789828300476074
